custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,summary_glm4_tokens,Summary_len_proxy,Summary_len_glm4,Redundancy_chunk_proxy,Redundancy_chunk_glm4,Redundancy_chunk_proxy_w99,Redundancy_chunk_glm4_w99,innovation_terms_all_union,innovation_terms_without_target,innovation_rate_all_union,innovation_rate_without_target
688001_1206416030_glm4_dewrap_join_chunk_0011,688001,华兴源创,1206416030,11,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6378,5756,3784,3784,17,3784,250,250,"2016-2018年公司原材料采购结构变化较大，主要因2017年三星项目使产品由手动或半自动测试设备升级为全自动化设备，需大量机械手臂、电缸、料机、控制器、PLC控制系统、读码器和传送带等自动化部件；自动化检测设备收入由2016年4,258.11万元增至2017年74,821.02万元，2018年为25,247.16万元。公司外协主要包括CNC加工、PCBA封装、Cable加工、表面处理等，关键工序如检测程序烧录、部分PCBA封装、检测设备及治具装配调试检验由公司自主完成，不构成对外协厂商依赖。",125,73,73,0,6,15,20,18,12,2,14,0.1917808219178082,3,-11,2.287671232876712,,150,125,150,30.272,25.226666666666667,30.272,25.226666666666667,63,43,16.649048625792812,11.363636363636363
688001_1206416030_glm4_dewrap_join_chunk_0012,688001,华兴源创,1206416030,12,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6060,5225,3855,3855,17,3855,271,271,"公司外协加工费用2016-2018年分别为284.96万元、1,244.52万元和1,370.02万元，占主营业务成本1.34%、1.65%和3.06%，主要外协工序为CNC加工、PCBA封装和Cable加工，价格通过不少于两家外协商询价、比价、议价确定。2018年前五大外协厂商金额906.71万元、占外协总额66.18%，主要外协厂商与公司及董监高、核心技术人员不存在关联关系或利润输送。公司截至2018年末固定资产净值32,109.07万元，拥有苏州工业园区青丘巷8号45,039.40平方米房产，主要机器设备净值2,500.24万元。",136,98,98,0,13,20,24,20,16,5,21,0.2142857142857142,3,-18,2.2142857142857144,,166,136,166,28.345588235294116,23.22289156626506,28.345588235294116,23.22289156626506,66,42,17.12062256809339,10.894941634241244
688001_1206416030_glm4_dewrap_join_chunk_0013,688001,华兴源创,1206416030,13,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6180,5139,3978,3978,17,3978,221,221,发行人截至招股说明书签署日拥有2项土地使用权、72项授权专利和13项商标，其中专利涵盖液晶模组老化盒控制、半接触式控制、Flicker闪烁度测定、光学探头、液晶面板自动压接测试、稳压电路、阻抗测量、全高清液晶阵列驱动、自动对位等技术。主要发明专利应用于老化检测设备、自动化检测设备、显示检测设备、触控检测设备、光学检测设备、信号检测设备和检测治具。临近保护期末的5项实用新型或外观设计专利不属于核心技术，公司已研发新产品及新技术用于升级换代。,111,80,80,0,18,8,12,18,19,5,24,0.3,3,-21,2.3375,,128,111,128,35.83783783783784,31.078125,35.83783783783784,31.078125,119,100,29.914529914529915,25.13826043237808
688001_1206416030_glm4_dewrap_join_chunk_0014,688001,华兴源创,1206416030,14,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6192,5602,3952,3952,17,3952,318,321,发行人拥有43项软件著作权，并取得高新技术企业、ISO9001、CNAS实验室认可、ISO14001、OHSAS18001等资质。公司核心技术均为自主研发，涵盖柔性OLED Mura补偿、显示与触控检测、机器视觉检测、移动终端平板显示屏移载平台、闪烁度/色度/亮度传感测试、老化测试高精度温控、移动终端电池管理系统芯片测试、超大规模数模混合SoC芯片测试、CIS芯片测试和7.5GHz以下射频芯片测试。柔性OLED Mura补偿已量产，补偿后Mura小于3%Lever、位置补偿精度小于0.5像素、通过率约98%；SoC平台硬件达400MBPS、2000以上通道数，可对应MCU、RF、CIS、ASIC、LCD/OLED Driver等测试。,159,102,102,0,15,10,14,23,26,14,40,0.392156862745098,3,-37,2.7549019607843137,,179,159,179,24.855345911949687,22.078212290502794,24.855345911949687,22.078212290502794,166,97,42.00404858299595,24.544534412955464
688001_1206416030_glm4_dewrap_join_chunk_0015,688001,华兴源创,1206416030,15,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6957,6450,3998,3998,17,3998,312,313,"公司2017年完成柔性OLED Mura补偿技术研发并填补国产设备空白，协助国内知名平板显示器生产商实现De-Mura量产导入，2018年半自动及全自动Mura补偿设备销售18套/线、销售8,115.21万元，占营业收入8.07%。柔性OLED显示与触控检测技术支持平面式检测、FPGA嵌入式显示接口协议、300g压力误差范围和多点同时压接，压接成功率100%，累计销售超150套，2017年相关产品收入94,788.15万元、占69.20%。公司移动终端平板显示屏移载平台已应用于三星OLED生产线，2018年相关检测治具收入19,012.98万元；电池管理系统芯片测试设备已签署多条订单并开始交付，累计订单金额超过3亿元。",156,106,106,0,9,8,12,25,35,17,52,0.490566037735849,4,-48,3.1320754716981134,,175,156,175,25.628205128205128,22.845714285714287,25.628205128205128,22.845714285714287,239,153,59.77988994497248,38.26913456728364
688001_1206416030_glm4_dewrap_join_chunk_0016,688001,华兴源创,1206416030,16,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7382,6852,3990,3990,17,3990,304,304,"公司依靠核心技术形成检测设备和检测治具收入，2016-2018年分别为45,596.03万元、131,228.64万元和90,012.89万元，占营业收入88.37%、95.80%和89.56%。公司客户定位于苹果、三星、LG、夏普、京东方、JDI等知名终端品牌商及平板或模组厂商，2013年以来参与苹果历代产品平板显示器件检测设备研发、生产和制造，并在2017年OLED切换中成为多个检测工段独家供应商。检测治具是检测设备核心组成部分，包括信号基板、载具、压接组件、导电PAD、对位及信号传输治具等，具备最小孔径20微米加工能力，并可在多种电子干扰环境下实现最高8G、最低纳安级敏感电子信号稳定传输和获取。",152,112,112,0,8,10,17,29,33,15,48,0.4285714285714285,4,-44,3.017857142857143,,185,152,185,26.25,21.56756756756757,26.25,21.56756756756757,286,152,71.67919799498746,38.0952380952381
688001_1206416030_glm4_dewrap_join_chunk_0017,688001,华兴源创,1206416030,17,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5870,5460,3237,3237,17,3237,265,266,"公司在研项目包括多通道OLED面板驱动信赖性测试系统、Black Mura检测、成像式亮度色度计、新一代车载模组AOI、智能工业相机、7.5GHz射频芯片测试信号板卡、小型编带封装芯片快速分拣系统和移动终端电池管理系统芯片测试技术。移动终端电池管理系统芯片测试项目已进入批量生产阶段，累计投入2,008.77万元，已获国际知名消费电子企业认证并签订超过3亿元订单。公司研发人员400人，占员工总数41.88%，本科及以上421人，其中博士6人、硕士72人；公司拥有美国华兴和越南华兴两家境外子公司，分别负责研发、售后及海外客户服务。",133,92,92,0,5,7,16,26,26,12,38,0.4130434782608695,3,-35,3.0543478260869565,,155,133,155,24.338345864661655,20.883870967741935,24.338345864661655,20.883870967741935,302,144,93.29626197096076,44.48563484708063
688002_1206430547_glm4_dewrap_join_chunk_0001,688002,睿创微纳,1206430547,1,15,results/glm4_dewrap_join_first_batch25_20260706/chunks/688002_1206430547_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6448,6008,3995,3995,15,3995,243,243,公司从事非制冷红外热成像与MEMS传感技术开发，产品包括红外MEMS芯片、探测器、机芯、热像仪及光电系统，2018年主营收入3.82亿元。公司发布12微米1280×1024百万级像素数字输出红外MEMS芯片，12微米640×512和17微米384×288探测器实现数字输出、陶瓷封装和晶圆级封装，并牵头承担“核高基”重大专项。2018年探测器、机芯、整机收入占比分别为41.58%、28.22%、29.47%，芯片自用，氧化钒核心工艺自主加工，探测器、机芯、整机由艾睿光电完成主要生产。,122,88,88,0,7,6,26,31,15,3,18,0.2045454545454545,3,-15,2.5681818181818183,,152,122,152,32.74590163934426,26.282894736842106,32.74590163934426,26.282894736842106,102,75,25.53191489361702,18.773466833541928
688002_1206430547_glm4_dewrap_join_chunk_0002,688002,睿创微纳,1206430547,2,15,results/glm4_dewrap_join_first_batch25_20260706/chunks/688002_1206430547_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6943,6504,3889,3889,15,3889,234,234,公司销售以直销为主、经销为辅，军用市场向整机或系统厂商销售探测器、机芯并配合型号竞标，民用市场覆盖安防监控、工业测温、户外消费及车载夜视等。2018年直销收入2.70亿元、占70.61%，经销收入1.12亿元、占29.39%，经销增长主要来自民用整机尤其户外手持热像仪。报告期末存续经销商由5家增至79家，主要经销商采购产品已实现最终销售且不存在退货，2017、2018年主要经销商收入824.18万元、8781.38万元，回款1124.92万元、8356.38万元。,117,92,92,0,8,21,31,21,9,2,11,0.1195652173913043,3,-8,2.0869565217391304,,146,117,146,33.23931623931624,26.636986301369863,33.23931623931624,26.636986301369863,64,33,16.456672666495244,8.485471843661609
688002_1206430547_glm4_dewrap_join_chunk_0003,688002,睿创微纳,1206430547,3,15,results/glm4_dewrap_join_first_batch25_20260706/chunks/688002_1206430547_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7207,6818,3996,3996,15,3996,171,171,公司依据ISO9001、IATF16949、GJB9001建立质量管理体系，覆盖来料检验、生产现场管理、产品检验和质量奖惩，报告期内与主要客户未发生质量纠纷。公司主营红外MEMS芯片、探测器、机芯及整机研发生产销售，危险废物丙酮、异丙醇等由资质单位处置，2017年处置5.7吨、费用1.92万元，2018年处置17.84吨、费用8.11万元。,86,70,70,0,5,43,13,6,3,0,3,0.0428571428571428,2,-1,1.4142857142857144,,106,86,106,46.46511627906977,37.698113207547166,46.46511627906977,37.698113207547166,173,85,43.293293293293296,21.27127127127127
688002_1206430547_glm4_dewrap_join_chunk_0004,688002,睿创微纳,1206430547,4,15,results/glm4_dewrap_join_first_batch25_20260706/chunks/688002_1206430547_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7171,6814,3969,3969,15,3969,145,145,发行人仅生产非制冷红外探测器，其定位为红外热成像与MEMS传感技术芯片企业，核心技术为集成电路设计和MEMS传感器技术，产品服务军用和民用市场。非制冷红外探测器行业趋势为更小像元间距、更大面阵规模、晶圆级封装、晶圆级红外光学和ASIC集成化，发行人认为其非制冷探测器定位与行业技术趋势相符。,73,86,86,0,4,67,7,6,2,0,2,0.0232558139534883,2,0,1.244186046511628,,86,73,86,54.36986301369863,46.151162790697676,54.36986301369863,46.151162790697676,95,41,23.93550012597632,10.33005794910557
688002_1206430547_glm4_dewrap_join_chunk_0005,688002,睿创微纳,1206430547,5,15,results/glm4_dewrap_join_first_batch25_20260706/chunks/688002_1206430547_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6797,6270,3957,3957,15,3957,237,237,公司是国内少数具备非制冷红外探测器自主研发并实现量产的企业之一，填补高精度芯片研发、生产、封装和应用空白。2018年发布1280×1024/12μm百万级像素数字输出红外MEMS芯片，640×512/12μm和384×288/17μm探测器实现数字输出、陶瓷封装和晶圆级封装，并牵头承担“核高基”重大专项。2018年主营红外产品收入3.80亿元，合计销量5.69万台，高于可比公司；截至报告期末研发人员221人、占37.39%，拥有96项专利、14项布图设计权和38项软著。,119,110,110,0,5,28,20,22,24,11,35,0.3181818181818182,3,-32,2.590909090909091,,142,119,142,33.252100840336134,27.866197183098592,33.252100840336134,27.866197183098592,195,82,49.27975739196361,20.72276977508213
688002_1206430547_glm4_dewrap_join_chunk_0006,688002,睿创微纳,1206430547,6,15,results/glm4_dewrap_join_first_batch25_20260706/chunks/688002_1206430547_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7157,6744,3975,3975,15,3975,213,213,公司竞争劣势包括整机及系统尤其军用整机系统研发投入较少，价格较高的整机及系统产品缺失导致收入规模和抗风险能力较弱；采用Fabless模式后不具备芯片制造能力，晶圆代工厂选择有限且议价能力较弱。2014年全球军用红外市场前三大供应商占45%以上份额，2017年FLIR占全球民用红外热成像仪市场66.3%份额。国内非制冷红外行业近年已具备探测器自主研发及量产能力，具备自主研发生产能力的企业主要包括发行人、高德红外、大立科技等。,107,76,76,0,3,34,20,11,7,1,8,0.1052631578947368,3,-5,1.8421052631578947,,120,107,120,37.149532710280376,33.125,37.149532710280376,33.125,152,54,38.23899371069182,13.584905660377359
688002_1206430547_glm4_dewrap_join_chunk_0007,688002,睿创微纳,1206430547,7,15,results/glm4_dewrap_join_first_batch25_20260706/chunks/688002_1206430547_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6506,6066,3954,3954,15,3954,233,233,2018年公司八英吋MEMS线满足0.25μm工艺线宽，投入薄膜沉积、刻蚀、清洗、量测等11台套设备，已试运行，可研发生产12μm及更小像元尺寸非制冷红外焦平面探测器，芯片产能约提高5倍、产量最大提升约4倍。2018年探测器、机芯、整机产能分别为8万、3.5万、2万件，产能利用率93.74%、90.66%、96.72%。报告期内标准化产品收入占比由66.52%升至80.40%，2018年前五大客户合并后收入2.81亿元、占73.28%，K0016占42.34%。,117,95,95,0,4,14,20,22,25,10,35,0.3684210526315789,3,-32,2.8421052631578947,,152,117,152,33.794871794871796,26.013157894736842,33.794871794871796,26.013157894736842,49,20,12.392513909964592,5.058168942842691
688002_1206430547_glm4_dewrap_join_chunk_0008,688002,睿创微纳,1206430547,8,15,results/glm4_dewrap_join_first_batch25_20260706/chunks/688002_1206430547_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6128,5477,3927,3927,15,3927,221,221,公司对海康威视在手订单预计2019年交付2.90万台，较2018年销量增长15.21%，预计销售金额占2019年各类订单总收入6.39亿元的11.71%。报告期客户集中度较高，按同一控制合并后前五大客户占比为85.10%、74.29%、73.28%，高于可比公司，原因是产品偏探测器和机芯且下游客户集中。军品客户主要采购探测器、机芯，民品客户包括海康威视、LIEMKE和朗高特；公司作为军方二级或三级配套商，报告期不存在暂定价结算及后续补价。,111,98,98,0,6,13,22,28,22,7,29,0.2959183673469387,3,-26,2.693877551020408,,138,111,138,35.37837837837838,28.456521739130434,35.37837837837838,28.456521739130434,38,11,9.67659791189203,2.8011204481792715
688002_1206430547_glm4_dewrap_join_chunk_0009,688002,睿创微纳,1206430547,9,15,results/glm4_dewrap_join_first_batch25_20260706/chunks/688002_1206430547_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5956,5377,3828,3828,15,3828,211,211,公司主要采购晶圆、管壳、吸气剂、镜头和电子元器件，2018年按同一控制合并后前五大供应商采购额1.07亿元、占42.20%，处于可比公司区间。晶圆供应商G0014和G0003合计占2018年晶圆采购99.82%，管壳供应商K0016占89.72%，吸气剂供应商G0005占99.95%，集中原因是晶圆代工规模效应及核心物料质量、交期要求。报告期末固定资产净值2.16亿元，机器设备净值1.51亿元，财务成新率81.25%。,106,82,82,0,4,15,28,20,13,2,15,0.1829268292682926,3,-12,2.3536585365853657,,131,106,131,36.113207547169814,29.221374045801525,36.113207547169814,29.221374045801525,58,22,15.151515151515152,5.747126436781609
688002_1206430547_glm4_dewrap_join_chunk_0010,688002,睿创微纳,1206430547,10,15,results/glm4_dewrap_join_first_batch25_20260706/chunks/688002_1206430547_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,4974,4421,3337,3337,15,3337,184,184,截至招股说明书出具日，公司拥有5处房屋所有权和2宗土地使用权；报告期末主要机器设备包括金属溅射设备、腐蚀设备、介质薄膜设备、薄膜生长设备等。发行人及子公司持有96项专利，其中发明49项、实用新型25项、外观设计22项；睿创微纳持有46项专利，其中发明34项。专利主要覆盖MEMS器件封装、红外探测器制备、氧化钒薄膜、非制冷红外焦平面探测器像素结构、晶圆级释放和测试等。,92,64,64,0,6,8,15,16,15,4,19,0.296875,3,-16,2.59375,,113,92,113,36.27173913043478,29.530973451327434,36.27173913043478,29.530973451327434,121,69,36.26011387473778,20.677255019478572
