category,term,raw_term,source
innovation_process,校正,校正,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,校对,校对,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,定型,定型,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,制种,制种,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,试种,试种,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,试机,试机,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,筛选,筛选,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,初试,初试,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,区试,区试,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,中试,中试,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,中间实验,中间实验,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,中期评议,中期评议,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,配试,配试,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完试,完试,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,环评,环评,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,预研,预研,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,调研,调研,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,投稿,投稿,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,预试,预试,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,预检,预检,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,测试,测试,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,测评,测评,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,评测,评测,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,盲测,盲测,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,揭盲,揭盲,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,内测,内测,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,核查,核查,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,预实验,预实验,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,入组,入组,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,随访,随访,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,改性,改性,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,桥接,桥接,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,流片,流片,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,建模,建模,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,联调,联调,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,型试,型试,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,型检,型检,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,校准,校准,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,标定,标定,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,测定,测定,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,调校,调校,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,正样,正样,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,装配,装配,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,调优,调优,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,定值,定值,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,复验,复验,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,质评,质评,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,量试,量试,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,终试,终试,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,验证,验证,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,论证,论证,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,试配,试配,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,复配,复配,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,调试,调试,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,试装,试装,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,确证,确证,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,审核,审核,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,评审,评审,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,审评,审评,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,选型,选型,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,复审,复审,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,复核,复核,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,再评价,再评价,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,检验,检验,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,检测,检测,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,立证,立证,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,制备,制备,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,封装,封装,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,导入,导入,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,试产,试产,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,试运,试运,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,试飞,试飞,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,小试,小试,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,试生产,试生产,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,样品生产,样品生产,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,试用,试用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,试推广,试推广,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,试车,试车,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,预BE,预BE,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完成BE,完成BE,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,试验,试验,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,改造,改造,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,改良,改良,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,成型,成型,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,热试,热试,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,攻克,攻克,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,校验,校验,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,攻关,攻关,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,重构,重构,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,重新架构,重新架构,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完成设计,完成设计,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完成产品设计,完成产品设计,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进入动物实验,进入动物实验,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,预动物实验,预动物实验,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进入临床,进入临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,启动临床,启动临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,开启临床,开启临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进入Ⅰ期临床,进入Ⅰ（一）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进入一期临床,进入Ⅰ（一）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进入Ⅱ期临床,进入Ⅱ（二）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进入二期临床,进入Ⅱ（二）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进入Ⅲ期临床,进入Ⅲ（三）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进入三期临床,进入Ⅲ（三）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进入Ⅳ期临床,进入Ⅳ（四）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进入四期临床,进入Ⅳ（四）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,启动Ⅰ期临床,启动Ⅰ（一）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,启动一期临床,启动Ⅰ（一）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,启动Ⅱ期临床,启动Ⅱ（二）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,启动二期临床,启动Ⅱ（二）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,启动Ⅲ期临床,启动Ⅲ（三）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,启动三期临床,启动Ⅲ（三）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,启动Ⅳ期临床,启动Ⅳ（四）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,启动四期临床,启动Ⅳ（四）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,开启Ⅰ期临床,开启Ⅰ（一）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,开启一期临床,开启Ⅰ（一）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,开启Ⅱ期临床,开启Ⅱ（二）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,开启二期临床,开启Ⅱ（二）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,开启Ⅲ期临床,开启Ⅲ（三）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,开启三期临床,开启Ⅲ（三）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,开启Ⅳ期临床,开启Ⅳ（四）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,开启四期临床,开启Ⅳ（四）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完成Ⅰ期临床,完成Ⅰ（一）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完成一期临床,完成Ⅰ（一）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完成Ⅱ期临床,完成Ⅱ（二）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完成二期临床,完成Ⅱ（二）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完成Ⅲ期临床,完成Ⅲ（三）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完成三期临床,完成Ⅲ（三）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完成Ⅳ期临床,完成Ⅳ（四）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完成四期临床,完成Ⅳ（四）期临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,临床完成,临床完成,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,Ⅰ期完成,Ⅰ期完成,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,Ⅱ期完成,Ⅱ期完成,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,Ⅲ期完成,Ⅲ期完成,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,Ⅳ期完成,Ⅳ期完成,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完成临床前研究,完成临床前研究,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完成配方,完成配方,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,获准临床,获准临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,获准开展临床,获准开展临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完成生产前研究,完成生产前研究,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进入样机,进入样机,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进入样品,进入样品,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完成样机,完成样机,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,样机完成,样机完成,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,完成样品,完成样品,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,样品完成,样品完成,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进入研究阶段,进入研究阶段,Cheng_Xinsheng_et_al_2022_Table_1
