custom_id,sec_code,sec_name,chunk_index,summary_token_proxy,relevant_score,summary_text,old_summary_token_proxy,old_relevant_score,old_summary_text,summary_token_proxy_delta,relevant_score_delta,source_shard
688001_1206416030_glm4_dewrap_join_chunk_0012,688001,华兴源创,12,143,1.7903225806451613,"报告期内，发行人主要外协供应商包括苏州飞远电子有限公司、昆山新发现电子有限公司、苏州通元有线技术有限公司等，主要外协加工内容涵盖Cable加工、CNC加工、PCBA封装、表面处理和基板三防等。发行人拥有已获授权专利72项，包括液晶模组检测、控制装置、闪烁度测定仪等核心技术专利。截至2018年12月31日，公司固定资产净值为32,109.07万元，主要生产设备包括贴片机、激光加工机、自动化组装线等。公司拥有2项土地使用权，面积合计56,724.07平方米。主要租赁房产包括苏州工业园区建屋产业发展有限公司、中国外运苏州物流发展有限公司等提供的厂房、仓储中心、办公场所等。",136,2.2142857142857144,"公司外协加工费用2016-2018年分别为284.96万元、1,244.52万元和1,370.02万元，占主营业务成本1.34%、1.65%和3.06%，主要外协工序为CNC加工、PCBA封装和Cable加工，价格通过不少于两家外协商询价、比价、议价确定。2018年前五大外协厂商金额906.71万元、占外协总额66.18%，主要外协厂商与公司及董监高、核心技术人员不存在关联关系或利润输送。公司截至2018年末固定资产净值32,109.07万元，拥有苏州工业园区青丘巷8号45,039.40平方米房产，主要机器设备净值2,500.24万元。",7,-0.4239631336405531,siliconflow_glm4_32b_table2_next50_shard1_20260707
688001_1206416030_glm4_dewrap_join_chunk_0013,688001,华兴源创,13,81,4.0,华兴源创拥有多项专利，包括实用新型和发明专利，涉及液晶模组检测设备、电源模块、光学探头等领域。公司发明专利主要应用于产品核心零部件、信号模块和电器模块的生产组装过程中。公司拥有的5项实用新型或外观设计专利将于2021年12月31日前保护期届满，但这些专利不属于公司的核心技术。截至招股说明书签署日，华兴源创共拥有13项商标。,111,2.3375,发行人截至招股说明书签署日拥有2项土地使用权、72项授权专利和13项商标，其中专利涵盖液晶模组老化盒控制、半接触式控制、Flicker闪烁度测定、光学探头、液晶面板自动压接测试、稳压电路、阻抗测量、全高清液晶阵列驱动、自动对位等技术。主要发明专利应用于老化检测设备、自动化检测设备、显示检测设备、触控检测设备、光学检测设备、信号检测设备和检测治具。临近保护期末的5项实用新型或外观设计专利不属于核心技术，公司已研发新产品及新技术用于升级换代。,-30,1.6625,siliconflow_glm4_32b_table2_next50_shard1_20260707
688001_1206416030_glm4_dewrap_join_chunk_0014,688001,华兴源创,14,114,1.6923076923076923,华兴源创拥有43项软件著作权，包括液晶模组老化箱控制软件、液晶玻璃检查机控制软件等。公司已取得ISO9001认证、高新技术企业证书等资质，并合法持有。华兴源创在软件、结构、硬件研发方面优势明显，拥有多项自主研发的核心技术，如Mura补偿技术、智能化动态追踪技术、模拟人手可变压力测试技术等。公司核心技术均应用于量产设备，Mura补偿通过率在98%左右，FPGA内部视频信号处理速度从2K升级到4K。公司立志打造中国自有知识产权的平板显示及集成电路测试设备。,159,2.7549019607843137,发行人拥有43项软件著作权，并取得高新技术企业、ISO9001、CNAS实验室认可、ISO14001、OHSAS18001等资质。公司核心技术均为自主研发，涵盖柔性OLED Mura补偿、显示与触控检测、机器视觉检测、移动终端平板显示屏移载平台、闪烁度/色度/亮度传感测试、老化测试高精度温控、移动终端电池管理系统芯片测试、超大规模数模混合SoC芯片测试、CIS芯片测试和7.5GHz以下射频芯片测试。柔性OLED Mura补偿已量产，补偿后Mura小于3%Lever、位置补偿精度小于0.5像素、通过率约98%；SoC平台硬件达400MBPS、2000以上通道数，可对应MCU、RF、CIS、ASIC、LCD/OLED Driver等测试。,-45,-1.0625942684766214,siliconflow_glm4_32b_table2_next50_shard1_20260707
688001_1206416030_glm4_dewrap_join_chunk_0015,688001,华兴源创,15,167,1.9310344827586208,公司2017年研发的Mura补偿技术填补国产设备空白，协助国内厂商实现柔性OLED量产，成为国内首家将Mura补偿技术应用于柔性OLED量产的测试设备厂家。公司2018年实现Mura补偿设备批量化销售，总销售金额8115.21万元。公司通过创新平面式检测方法，实现对传感器点位的测试及校准，并开发出智能化动态追踪技术和模拟人手可变压力测试技术，累计实现超150套柔性OLED显示与触控检测设备销售。公司研发的射频芯片测试机测试频率达7.5GHz，信号分析带宽达1000MHz，超过美国国家仪器（NI）PXIe-5646产品性能指标。报告期内，公司核心技术产品占营业收入比重分别为88.37%、95.80%和89.56%，主要客户为苹果、三星等国际知名消费电子品牌商。,156,3.1320754716981134,"公司2017年完成柔性OLED Mura补偿技术研发并填补国产设备空白，协助国内知名平板显示器生产商实现De-Mura量产导入，2018年半自动及全自动Mura补偿设备销售18套/线、销售8,115.21万元，占营业收入8.07%。柔性OLED显示与触控检测技术支持平面式检测、FPGA嵌入式显示接口协议、300g压力误差范围和多点同时压接，压接成功率100%，累计销售超150套，2017年相关产品收入94,788.15万元、占69.20%。公司移动终端平板显示屏移载平台已应用于三星OLED生产线，2018年相关检测治具收入19,012.98万元；电池管理系统芯片测试设备已签署多条订单并开始交付，累计订单金额超过3亿元。",11,-1.2010409889394926,siliconflow_glm4_32b_table2_next50_shard1_20260707
688001_1206416030_glm4_dewrap_join_chunk_0016,688001,华兴源创,16,125,2.0833333333333335,公司研发的柔性OLED Mura补偿技术协助国内面板制造商实现量产，应用于高端折叠屏手机，获得国际厂商认可。检测治具是公司核心技术产品，包括信号基板、载具、压接组件等，涉及超高精度机械设计与防静电屏蔽技术，最小孔径达20微米，信号传输速度最高8G。公司拥有20项发明专利、50项实用新型专利，研发费用占营收比例2018年为13.78%。公司研发的Mura补偿设备已实现批量化销售18套/线，并持续优化算法和机械结构。多通道OLED面板驱动信赖性测试系统项目支持显示与触控同测，最高MIPI速度1.5G。,152,3.017857142857143,"公司依靠核心技术形成检测设备和检测治具收入，2016-2018年分别为45,596.03万元、131,228.64万元和90,012.89万元，占营业收入88.37%、95.80%和89.56%。公司客户定位于苹果、三星、LG、夏普、京东方、JDI等知名终端品牌商及平板或模组厂商，2013年以来参与苹果历代产品平板显示器件检测设备研发、生产和制造，并在2017年OLED切换中成为多个检测工段独家供应商。检测治具是检测设备核心组成部分，包括信号基板、载具、压接组件、导电PAD、对位及信号传输治具等，具备最小孔径20微米加工能力，并可在多种电子干扰环境下实现最高8G、最低纳安级敏感电子信号稳定传输和获取。",-27,-0.9345238095238092,siliconflow_glm4_32b_table2_next50_shard1_20260707
688001_1206416030_glm4_dewrap_join_chunk_0017,688001,华兴源创,17,132,1.9833333333333336,公司研发项目包括 Black Mura 检测、成像式亮度色度计、新一代车载模组 AOI 检查自动化、智能工业相机等，累计投入金额超 1 亿元。Black Mura 检测系统对标德国 LMK 公司，已初步具备完整检测能力；成像式亮度色度计研发目标对标 LMK 公司产品；AOI 检测技术不良检出率 98%以上，特殊不良检出率 90%以上；智能工业相机可支持 12.5Gbps 传输速率。公司研发团队 400 人，占员工总数 41.88%，大学本科及以上学历占比 44.08%。研发费用逐年上升，2018 年达 1.39 亿元。公司已获得国际知名消费电子企业认证，订单金额超 3 亿元。,133,3.0543478260869565,"公司在研项目包括多通道OLED面板驱动信赖性测试系统、Black Mura检测、成像式亮度色度计、新一代车载模组AOI、智能工业相机、7.5GHz射频芯片测试信号板卡、小型编带封装芯片快速分拣系统和移动终端电池管理系统芯片测试技术。移动终端电池管理系统芯片测试项目已进入批量生产阶段，累计投入2,008.77万元，已获国际知名消费电子企业认证并签订超过3亿元订单。公司研发人员400人，占员工总数41.88%，本科及以上421人，其中博士6人、硕士72人；公司拥有美国华兴和越南华兴两家境外子公司，分别负责研发、售后及海外客户服务。",-1,-1.071014492753623,siliconflow_glm4_32b_table2_next50_shard1_20260707
688005_1206447899_glm4_dewrap_join_chunk_0001,688005,容百科技,1,161,2.1153846153846154,公司主要从事锂电池正极材料及其前驱体的研发、生产和销售，主要产品包括 NCM523、NCM622、NCM811、NCA 等系列三元正极材料及其前驱体，应用于新能源汽车动力电池、储能设备及电子产品等领域。公司是国内首家实现高镍产品（NCM811）量产的正极材料生产企业，产品技术与生产规模均处于全球领先。报告期内，公司主营业务收入构成中，三元正极材料占比 87.90%，前驱体占比 11.44%。公司通过采购、生产、销售等方面的经营模式实现盈利，其中采购模式与国内外知名供应商签署长期供货协议，生产模式以销定产为主。公司拥有一支国际化的管理及研发团队，与宁德时代、比亚迪、LG 化学、天津力神、孚能科技、比克动力等国内外主流锂电池厂商建立了良好的合作关系。,128,2.125,"公司主要从事锂电池正极材料及前驱体研发、生产和销售，产品包括NCM523、NCM622、NCM811、NCA等三元正极材料及前驱体，应用于新能源汽车动力电池、储能和电子产品。公司具备正极材料与前驱体一体化研发制造能力，成为国内首家实现高镍NCM811量产的正极材料企业，NCM811技术与生产规模处于全球领先，并与宁德时代、比亚迪、LG化学、天津力神等客户合作。2016至2018年主营业务收入由88,098.96万元增至299,207.42万元，复合增长率84%，其中2018年三元正极材料收入占87.90%。",33,-0.0096153846153845,siliconflow_glm4_32b_table2_next50_shard1_20260707
688005_1206447899_glm4_dewrap_join_chunk_0002,688005,容百科技,2,121,1.5806451612903225,公司主要采用直销模式，客户为国内外大型锂电池厂商，通过认证程序进入客户供应商体系。公司采取成本加成定价机制，加工费反映产品定价权与竞争力，原材料成本通过背靠背策略规避波动风险。公司产品包括NCM523等常规三元正极材料和NCM622、NCM811等高镍三元材料，高镍材料营收占比逐年提高。公司通过IATF 16949质量管理体系认证，未发生重大质量纠纷。公司环保设施运行良好，污染物得到有效控制。公司所属行业为电子专用材料制造业，受国家发改委和工信部监管，受益于新能源汽车产业政策支持。,108,1.6065573770491803,公司采取直销模式，客户多为国内外大型锂电池厂商，需经过评估、验厂、样品测试等认证后进入合格供应商体系，动力电池材料从立项到批量供货通常开发时间在2年以上。公司与客户普遍采用成本加成定价，报价由金属盐原材料计价基础、单位耗用比率和加工费构成，并可通过背靠背定价缓解原材料价格波动。报告期内主营业务和经营模式未发生重大变化，产品结构持续优化，高镍材料收入占比逐年提高，质量体系通过IATF 16949:2016认证，未发生重大质量纠纷。,13,-0.0259122157588578,siliconflow_glm4_32b_table2_next50_shard1_20260707
688005_1206447899_glm4_dewrap_join_chunk_0003,688005,容百科技,3,117,1.5483870967741935,公司主要客户为动力型锂电池生产企业，包括宁德时代、比亚迪等行业龙头。公司业绩与新能源汽车产业发展密切相关，受益于国内新能源汽车产业的蓬勃发展。新能源汽车行业正从政策补贴阶段转向市场需求驱动阶段，补贴政策变化将推动新能源汽车向长续航里程、高能量密度方向发展，促使更多动力电池企业选择高镍三元正极材料。锂电池正极材料中，三元材料因能量密度更高、续航里程更长，已在乘用车领域大范围取代磷酸铁锂。高镍三元正极材料具有更长的续驶里程和更低的综合成本，市场正逐步向高镍方向发展。,57,1.2162162162162162,公司主要客户为动力型锂电池企业，宁德时代、比亚迪等行业龙头已成为前五大客户，经营业绩与新能源汽车产业发展相关。补贴技术标准提高推动长续航、高能量密度方向，促使主流动力电池企业选择高镍三元正极材料，形成对公司高镍产品的持续需求。,60,0.3321708805579773,siliconflow_glm4_32b_table2_next50_shard1_20260707
688005_1206447899_glm4_dewrap_join_chunk_0004,688005,容百科技,4,132,1.5555555555555556,"公司率先突破并掌握了高镍三元正极材料的关键工艺技术，于2017年成为国内首家实现NCM811量产的正极材料企业。NCM811和NCA为公司重点发展的核心产品，NCM811量产时间较早，目前收入占比较高。公司NCA产品于2018年底实现小规模量产，2019年中期出货量已超过200吨/月。公司通过持续的技术优化和产品迭代，保持行业领先地位。2018年，公司NCM811产品价格相较于同行业竞争对手同类型产品价格具有一定溢价能力。公司正极材料年产能不低于2,000吨，采用工艺先进、节能环保、安全稳定、自动化程度高的生产工艺和设备。",114,1.4337349397590362,"2017年起公司等少数厂商实现NCM811量产，2018年我国NCM811销量8,000吨，同比增长237.5%，在三元材料应用占比由2017年的2.86%升至2018年的5.92%。公司2016年率先突破并掌握高镍三元正极材料关键工艺技术，2017年成为国内首家实现NCM811量产的正极材料企业。NCM811和NCA为公司重点发展的核心产品，NCM811量产较早且收入占比较高，NCA于2018年底小规模量产，2019年中期出货量已超过200吨/月。",18,0.1218206157965193,siliconflow_glm4_32b_table2_next50_shard1_20260707
688005_1206447899_glm4_dewrap_join_chunk_0005,688005,容百科技,5,131,1.8793103448275863,公司专注高镍及单晶三元正极材料，NCM811和NCA产品市场占有率领先，技术获下游龙头认可，处于行业领先地位。2018年高镍产品收入占比59.35%，毛利占比75.84%。公司拥有300余人的国际化研发团队，掌握前驱体共沉淀、气氛烧结等国际领先核心技术，并持续进行产品迭代和新产品开发。公司已与宁德时代、比亚迪、LG化学等国内外主流动力电池厂商建立合作关系，产品配套用于其高能量密度产品。公司具备先发优势，NCM811产品国内市场份额达74%，并计划未来产能扩张至10万吨/年，主要布局NCA、单晶NCM811等升级产品。,150,2.4761904761904763,"公司定位于高镍及单晶三元正极材料，NCM811、NCA和单晶NCM622等高镍产品市场占有率领先，2018年高镍产品收入占比59.35%、毛利占比75.84%，NCM811销量5,926吨，测算国内市场份额达74%。2018年公司正极材料产能1.9万吨且全部为三元正极材料，预计2019年中期三元正极材料设计年化产能达4.476万吨，高镍正极材料设计年化产能达3.876万吨/年。公司为国内唯一高镍三元材料月产量500吨以上的第一梯队企业，预计2020年和2021年底三元正极材料规划产能分别达8万吨和10万吨。公司拥有29项发明专利和19项实用新型专利，NCM811产品技术与生产规模处于全球领先。",-19,-0.59688013136289,siliconflow_glm4_32b_table2_next50_shard1_20260707
