custom_id,sec_code,sec_name,chunk_index,summary_token_proxy,relevant_score,summary_text,old_summary_token_proxy,old_relevant_score,old_summary_text,summary_token_proxy_delta,relevant_score_delta,source_shard
688559_1208358657_glm4_dewrap_join_chunk_0011,688559,海目星,11,62,4.0,发行人拥有104项专利，包括发明和实用新型专利，涉及电池极耳切割、激光切割、焊接、检测等设备和技术。这些专利通过原始取得和继受取得方式获得，权利期限多在2035年至2028年之间。专利覆盖了除尘罩、切割模组、检测系统、焊接装置等多个核心技术领域。,69,3.7948717948717943,本块集中披露发行人及相关主体专利清单，序号31至104覆盖激光切割、焊接检测、电池组检测、软包电池封装、变压器生产线、AGV小车、治具、除尘、送锡、扭线等设备和机构。多数专利为发行人原始取得的实用新型，另含少量发明专利及继受取得项目，列明专利号、申请日期、权利期限和取得方式。,-7,0.2051282051282057,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688559_1208358657_glm4_dewrap_join_chunk_0012,688559,海目星,12,294,4.0,发行人拥有180项实用新型专利，涵盖供胶装置、电芯缓存装置、切割设备、极耳贴胶装置、平面切割机构、电池拨料定位装置、齿轮压痕装置、极片成型设备、电池抓取装置、电池焊后辊压翻边装置、电芯包膜机构、卷绕电芯片、激光切割设备、电芯半入壳装置、电芯二次压装入壳装置、电芯极片激光切割设备、防极耳翻折结构、电极片切割粉尘及废料清除装置、多光谱混合波合束光源与曝光机、极耳切割废料收集装置、臭氧辅助切割装置、电池高精度焊接加工设备、卷料自动换卷接带装置、密封式气动除尘装置、激光温控同轴模块装置、不良品筛选上料缓存装置、电池电芯与外壳装配自动流水线、电芯入壳导向定位装置、物料移载定位平台、不间断供料装置、多段式流水线、回转移料CCD检测装置、内部电池定位治具、治具循环流水线、变压器自动生产线、电池焊后除尘装置、电芯端盖与外壳间段差及缝隙检测装置、接料移载平台、焊接保护激光焊接装置、菲林板与治具对位拍照装置、电池冷却装置、电池输送线体、火牛治具解锁下料机构、扣合式磁芯治具、运动平台拖链固定结构、磁环治具、磁环治具解锁机构、磁芯自动上料机构、新型火牛治具、自动贴膜组合机构、磁芯托盘装置、高速激光锡焊设备、磁芯治具翻转解锁机构、螺钉上料装置、电池极耳变距切割差速装置等核心技术设备。这些专利均由发行人原始取得，申请日期集中在2015年至2017年，权利期限至2025年至2027年。,75,3.8,本块延续披露发行人专利序号105至180，主要为实用新型专利，覆盖电芯缓存与自动配对、极耳贴胶、激光切割、包膜热熔、入壳、焊接、除尘、CCD检测、治具循环、变压器自动生产线、高速激光锡焊等装备环节。各项专利均列明专利号、申请日期、权利期限和原始取得方式，形成发行人在电池及激光自动化设备上的专利储备。,219,0.2000000000000001,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688559_1208358657_glm4_dewrap_join_chunk_0013,688559,海目星,13,71,4.0,发行人拥有243项实用新型专利，涵盖产品中转装置、点胶模组、贴膜切割设备、高度检测装置、抓手、除尘装置、极耳切割设备、穿线治具、焊点指示设备、自动装配装置、激光打标机、生产线、打印贴标机、视觉定位装置、去除焊锡装置、自动打螺钉机构、激光指示平台、夹抓机构、振镜式蚀纹机等核心技术领域。,83,3.768115942028986,本块披露专利序号181至245，前段为发行人原始取得的实用新型专利，涉及点胶、贴膜切割、视觉定位、极片激光切割除尘、基于视觉引导的高速高精度极耳切割设备、激光打标、流水线和机械手系统等。后段列示广州海目星、江门海目星、江苏海目星、鞍山海目星等主体的激光切割机、锂电池设备、横梁结构、研磨刀具和治具类专利，均附专利号、期限及取得方式。,-12,0.2318840579710142,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688559_1208358657_glm4_dewrap_join_chunk_0014,688559,海目星,14,77,4.0,发行人拥有多项实用新型专利和外观设计专利，包括点压装置、柔性单元生产线、激光切割模组等，以及多项软件著作权，涵盖手机充电器生产线控制软件、激光锡焊机控制软件、动力电池包胶机控制软件等。截至招股说明书签署日，发行人及其控股子公司在中国境内拥有66项软件著作权。这些专利和软件著作权构成了发行人的核心技术基础。,106,3.6166666666666663,本块先列示鞍山海目星及发行人专利序号246至261，包括柔性单元生产线、简易多维激光系统装备、风冷倍频激光器、极片成型激光切割模组、片体成形生产线、去除油墨加工设备及型材分料等实用新型或外观设计专利。随后披露截至招股说明书签署日，发行人及控股子公司在中国境内拥有66项软件著作权，前37项覆盖充电器及变压器自动生产线、激光锡焊、全面屏切割、动力电池包胶、极耳切割、焊接、物流线、AGV、曝光机和MicroCut等控制软件。,-29,0.3833333333333337,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688559_1208358657_glm4_dewrap_join_chunk_0015,688559,海目星,15,120,4.0,海目星拥有多项软件著作权，包括电池顶盖焊接机控制软件、电芯入壳机控制软件、极耳切割机控制软件、全自动变压器生产线控制软件、海目星激光标刻软件等，涉及电池制造、激光加工等领域。公司还拥有高新技术企业资质证书，包括深圳海目星、广州海目星、鞍山海目星和江门海目星四家子公司。公司具备激光光学及控制技术和与激光系统相配套的自动化技术两大类核心技术，包括稳定的平行平面腔设计、多激光晶体激光谐振腔光学设计、皮秒激光脉冲宽度窄技术、高精度温控技术、基于CFD的双端泵浦风冷式激光器腔体设计等。,140,3.2903225806451615,本块列示软件著作权38至66项，覆盖电池顶盖焊接、电芯入壳、极耳切割、变压器生产线、流水线控制、激光标刻、特种激光发生器、视觉系统、UV激光打标、装配线、江苏海目星干燥化成后段设备软件、HyLaser2.0/3.0专业激光切割操作系统等。发行人及子公司深圳、广州、鞍山、江门海目星取得高新技术企业资质，深圳和鞍山海目星取得ISO9001质量认证，发行人还具备外贸备案、海关注册和报检备案。公司核心技术分为激光光学及控制技术、配套自动化技术，披露了风冷倍频激光器、皮秒激光放大、0.01℃倍频晶体温控、基于CFD的风冷散热腔体设计等技术及对应专利、软著和产品。,-20,0.7096774193548385,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688559_1208358657_glm4_dewrap_join_chunk_0016,688559,海目星,16,79,2.1333333333333333,公司开发激光软件平台，实现散热器微通道优化计算。拥有261项专利及66项软件著作权，包括33项发明专利。核心技术产品收入占比达95.28%至97.50%，是主营收入主要构成。公司获多项奖项，如中国创新创业大赛第二名、深圳市科技进步奖二等奖。研发激光极耳切割机，加工效率提升至0.3-0.4秒/片，毛刺缩短90%以上。,153,2.324324324324324,"公司披露多项激光器光学及控制技术和配套自动化技术，核心技术覆盖高能量激光切割、激光同轴视觉定位、电池极片激光切割、同轴温控闭环焊接、激光表面处理、极片缺陷智能跳切、卷对卷张力控制、除尘仿真和结构强度仿真等，并对应多项专利或软件著作权。极片缺陷智能跳切技术可兼容10-120m/min，120m/min下跳切精度仍达±0.2mm，可减少有缺陷物料50%损耗。报告期核心技术产品收入分别为57,863.30万元、70,620.31万元和92,225.61万元，占主营业务收入95.28%、96.96%和97.50%；截至签署日公司拥有国内专利261项、软件著作权66项，并获国家重点新产品、高工锂电创新产品奖等成果。",-74,-0.1909909909909908,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688559_1208358657_glm4_dewrap_join_chunk_0017,688559,海目星,17,103,1.8676470588235297,公司目前实施多个预算500万元以上的研发项目，包括智能装配技术研发、高功率钣金切割系统研发、激光裁切一体化技术研发等，旨在提升设备产能、降低成本并增强智能化水平。报告期内研发费用主要由职工薪酬及材料费构成，合计占比稳定在90%以上。公司研发人员共323人，占员工总数15.57%，核心技术人员7名，均拥有博士或硕士学位，在海目星累计申请专利超过700项，主导或参与了多项重要研发项目，对公司技术发展具有关键作用。,157,2.6511627906976742,"公司预算500万元以上在研项目覆盖动力电池智能装配、高功率钣金切割、锂电池极片激光裁切、柔性OLED激光切割钻孔、手机OIS模组切割焊接、皮秒激光器、防水点胶及除膜、锂电池高速入壳预焊等方向。部分项目目标包含整线产能由20PPM提升至50PPM以上、万瓦级切割碳钢50mm和不锈钢80mm、极片设备速度≥300PPM或200m/min、OLED制程精度<±30um及热效应区<±50um。报告期研发费用为4,849.96万元、8,249.60万元和8,825.22万元，占营业收入7.61%、10.30%和8.56%；截至2019年末研发人员323人，占员工15.57%，7名核心技术人员累计负责或参与大量专利、软件和研发项目。",-54,-0.7835157318741446,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688559_1208358657_glm4_dewrap_join_chunk_0018,688559,海目星,18,79,1.6666666666666667,公司核心技术人员主导了8个重要研发项目，取得254项专利及软件著作权。公司拥有17项核心技术，研发团队由核心技术人员、技术骨干及研究人员组成，研发费用逐年增长。公司设立产品与技术中心及多个事业部，采用集成产品开发模式，并建立研发激励制度。截至招股说明书签署日，公司拥有261项专利及66项软件著作权，技术储备丰富。,147,2.373134328358209,公司将赵盛宇、林国栋、张松岭、周宇超、田亮、彭信翰、温燕修认定为核心技术人员，研发部门主要成员均为核心技术人员；截至2020年3月31日，公司拥有国内专利254项，其中发明专利33项、实用新型219项、外观设计2项，赵盛宇、张松岭、林国栋、周宇超、田亮分别参与专利175项、167项、104项、85项和72项。公司17项核心技术对应的主要研发人员集中于上述核心技术人员，覆盖激光器光学及控制技术、激光系统配套自动化技术等。公司设产品与技术中心及五个研发相关部门，采用集成产品开发模式；报告期研发费用持续增长，签署日拥有国内专利261项、软件著作权66项，境外两家全资子公司均未实际经营。,-68,-0.7064676616915422,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688551_1208379307_glm4_dewrap_join_chunk_0001,688551,科威尔,1,118,2.064516129032258,发行人是一家专注于测试电源设备制造的高新技术企业，依托电力电子技术平台，融合软件仿真算法与测控技术，为新能源发电、电动车辆、燃料电池等行业提供测试电源和系统。公司已获得阳光电源、比亚迪、上汽集团等下游客户的认可。主要产品包括大功率测试电源、小功率测试电源和测试系统，其中大功率测试电源收入占比73.13%。报告期内，公司主要服务于华东地区，收入占比59.21%。公司坚持以自主研发为核心的研发模式，拥有一批跨学科的专业研发人员，注重与客户协同合作，提高产品开发的针对性。,107,2.191780821917808,发行人专注测试电源设备制造，依托电力电子技术平台融合软件仿真算法与测控技术，产品覆盖大功率、小功率测试电源和测试系统，应用于新能源发电、电动车辆、燃料电池及功率器件。报告期主营收入由9862.55万元增至16884.63万元，2019年大功率测试电源收入12347.64万元、占73.13%，测试系统占20.17%。公司客户包括阳光电源、华为、比亚迪、吉利汽车、上汽集团等，研发模式以自主研发为核心，并结合高校合作和客户协同。,11,-0.1272646928855501,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688551_1208379307_glm4_dewrap_join_chunk_0002,688551,科威尔,2,100,1.8870967741935485,公司通过与高校合作提升研发实力，通过客户协助提高研发效率。公司采用以销定产的生产模式，主要生产大功率测试电源，采用模块化结构实现多品种、小批量柔性生产。公司采用直销为主的销售模式，主要产品为测试电源和测试系统，广泛应用于新能源发电、电动车辆等行业。公司生产整体流程包括销售订单生成、生产计划生成、备料、装配、调试、检验入库等环节。公司主要生产工序为装配、连接、调试、检查等，核心环节是初测和复测工序。,127,1.931818181818182,公司采购按销售订单和库存形成计划，对关键物料选择两家以上供应商并定期考核；生产采用以销定产，产品多品种、小批量，核心工序为装配、连接、调试、检查，调试包括控制电路初测和主电路、性能指标及软件功能复测。公司大功率测试电源通过标准化控制电路、功率单元模块及软件功能组合满足定制需求，功率单元覆盖0-50kW至0-200kW、0-400V至0-1200V。2019年直销收入15778.00万元、占93.45%，销售由2018年起以境内直销为主，产品应用于新能源发电、电动车辆、燃料电池和功率器件研发及品质测试。,-27,-0.0447214076246336,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688551_1208379307_glm4_dewrap_join_chunk_0003,688551,科威尔,3,137,0.9833333333333332,公司生产测试电源，主要应用于新能源发电、新能源汽车、燃料电池及功率器件等新兴战略行业。公司产品属于国家战略性新兴产业重点产品和服务，并享受相关产业政策支持。公司基于核心技术平台结合多领域行业应用创新，推出在新能源发电、新能源汽车、燃料电池和功率半导体器件产业内应用的测试电源和系统。公司所处行业为“制造业”之“专用设备制造业”，行业监管涉及质量监督、安全生产、环境保护等方面。测试电源行业在新技术方面发展趋势包括指标性能的精细化和测试功能多样化、向高电压、单机大功率发展、能量回收利用、避免电力公害、直流测试电源产品需求增加、测试系统需求增加等。,90,1.2173913043478262,公司主营业务为专业测试电源研发、生产、销售，所属行业为专用设备制造业，产品对应新能源汽车产业试验装置制造及新一代信息技术产业电子专用设备仪器制造。发行人产品主要应用于新能源发电、新能源汽车、燃料电池和功率半导体器件，基于核心技术平台推出测试电源和系统；燃料电池测试需求中包括能量回收式电子负载，电堆和发动机功率由30kW、60kW向90kW、200kW发展。,47,-0.234057971014493,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688551_1208379307_glm4_dewrap_join_chunk_0004,688551,科威尔,4,120,1.8148148148148149,大功率测试电源随新能源行业快速发展，需求集中于光伏逆变器、储能变流器、电机电控等领域。小功率测试电源服务于航空航天、医疗、通信等众多行业，市场相对成熟。全球小功率测试电源企业如AMETEK、Kikusui等营收保持增长，反映行业良好趋势。中国新能源发电和新能源汽车行业快速发展，带动大功率测试电源需求增长，其中光伏逆变器出货量全球占比超60%，新能源汽车产销量与公司相关产品销售收入呈高度正相关。燃料电池和功率半导体等新兴领域对测试系统需求旺盛，为测试电源行业带来新的增长机遇。,132,1.467741935483871,发行人大功率测试电源服务新能源发电和新能源汽车，光伏逆变器测试涉及IV特性模拟、MPPT效率测试、电网扰动及低电压穿越等功能；2018年中国逆变器出货量43GW、占全球40%，国内厂商全球出货量66.5GW、份额超过60%。新能源汽车测试中，高精度双向直流电源、电池包充放电测试电源和电池模拟器用于电机、电控、动力电池和充电桩研发试验。报告期公司EVD和EVS在大功率测试电源收入中合计占71.39%、69.82%、74.38%，2016年至2019年其销售收入与我国新能源汽车产销量相关系数分别为0.9843和0.9810。,-12,0.3470728793309439,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
688551_1208379307_glm4_dewrap_join_chunk_0005,688551,科威尔,5,77,1.3793103448275863,中国已成为全球最大的 IGBT 市场，国产化进程加速。IGBT 测试系统由国外品牌主导，国内需求迫切。大功率测试电源因新能源发展需求增长，国内企业凭借性价比和服务能力成为重要参与者。发行人 KDC 系列小功率测试电源性能指标达国际水平，已打开市场。公司定位于多行业应用的测试电源设备，搭建的软、硬件强调通用性、平台化。,130,1.75,发行人参与大功率、小功率测试电源及测试系统竞争，大功率领域以多行业应用为定位，搭建通用化、平台化软硬件，产品覆盖光伏逆变器、储能及微电网、电动汽车动力总成、电池、燃料电池等测试场景。公司KDC系列高压型小功率测试电源核心指标已达到国际知名品牌水平，KDC/IV-15-1500输出电压0-1500V、输出电流0-35A、功率0-15kW、动态响应时间≤1.5ms。测试系统方面，公司较早开发燃料电池DC/DC、发动机、电堆测试系统，并在燃料电池及功率器件领域与Greenlight、LEMSYS、致茂电子等供应商竞争。,-53,-0.3706896551724137,siliconflow_glm4_32b_table2_next100_after200_shard1_20260708
