custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,source_dir
688071_1210551602_glm4_dewrap_join_chunk_0011,688071,华依科技,1210551602,11,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688071_1210551602_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6004,5289,3949,3949,18,3949,193,193,发行人及子公司披露多项已取得专利，涵盖发动机冷测、进排气封堵、变速箱测试台架、电磁阀测试、扭矩传感器标定、新能源动力总成及燃料电池测试控制等方向，其中序号74为电磁阀组综合控制方法发明专利。发行人另有30项申请中发明专利，集中于发动机在线冷试、冷试点火、混线全自动冷试、变速箱测试、燃料电池测试、线束智能检测等技术；部分专利在华依科技、霍塔浩福、特斯科、华依动力之间原始取得或继受取得。,97,90,90,0,8,2,31,16,31,2,33,0.3666666666666666,2,-31,2.7333333333333334,,glm4_dewrap_join_full543_20260705
688071_1210551602_glm4_dewrap_join_chunk_0012,688071,华依科技,1210551602,12,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688071_1210551602_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,4536,3890,3315,3315,18,3315,159,159,发行人及子公司拥有多项注册商标，并披露主要软件著作权，软件覆盖动力总成试验大数据管理、WLTP循环工况测试、燃料电池发动机测试、新能源动力总成测试、驱动电机及控制器下线测试、发动机冷测系统、变速器下线测试、涡轮增压器测试、机油泵测试等。相关软著多为原始取得，权利人包括华依科技、华依软件、霍塔浩福、特斯科、华依检测等。,80,74,74,0,7,1,41,22,3,0,3,0.0405405405405405,2,-1,2.175675675675676,,glm4_dewrap_join_full543_20260705
688071_1210551602_glm4_dewrap_join_chunk_0013,688071,华依科技,1210551602,13,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688071_1210551602_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5412,4603,3934,3934,18,3934,218,218,发行人及子公司继续披露软件著作权，覆盖发动机点火系统测试、柴油机热试下线测试、电机总成下线测试、纯电动动力总成高低温耐久测试、48V微混动力总成测试、混动变速箱和驱动电机可靠性测试、车辆动力与传动系统测试及燃料电池发动机测试等。公司拥有2项软件产品登记证书。子公司华依混动2019年按325万元出资取得液压耐久试验项目50%收益权，并确认为无形资产；发行人主要租赁7处房屋，除霍塔浩福租赁厂房未办理权属登记外，其余房屋均已办理权属登记。,109,85,85,0,6,8,42,24,5,0,5,0.0588235294117647,3,-2,2.164705882352941,,glm4_dewrap_join_full543_20260705
688071_1210551602_glm4_dewrap_join_chunk_0014,688071,华依科技,1210551602,14,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688071_1210551602_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6813,6540,3937,3937,18,3937,277,277,发行人租赁房产所占土地均非国有划拨地或集体地，相关生产经营用途与工业用地规划相符；霍塔浩福租赁厂房虽未取得产权证书，但已取得建设用地规划许可证、供地批文和建设工程规划许可证，出租方股东确认其有权出租。发行人与主要出租方不存在关联关系，租金与同区域厂房价格差异较小，并已对即将届满场地作出续租安排，实际控制人对租赁瑕疵房产作兜底承诺。公司动力总成测试服务不属于强制资质认定情形，2020年1月测试服务实验室取得CNAS实验室认可证书；核心技术包括冷试技术、智能测控软件系统、高精度快节拍柔性智能测试装备设计技术、高仿真数字化测试服务技术和工业数据平台技术。,139,82,82,0,4,21,18,28,8,3,11,0.1341463414634146,3,-8,2.292682926829268,,glm4_dewrap_join_full543_20260705
688071_1210551602_glm4_dewrap_join_chunk_0015,688071,华依科技,1210551602,15,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688071_1210551602_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6833,6560,3974,3974,18,3974,321,321,公司高精度快节拍柔性智能测试装备设计技术被中国科学院上海科技查新咨询中心认定达到国际先进水平，兼容VVL冷试台架、DCT双离合变速箱EOL下线测试台、高精度涡轮增压器EOL冷试设备、变量机油泵自动装配线及超高速电动汽车动力总成EOL下线测试台等技术达到国内领先、国际先进水平。公司高仿真数字化测试服务覆盖WLTP循环工况、新能源动力总成、混动动力总成和工程咨询，工业数据平台支持多源数据采集、测试规范分配、主机管理、远程监控及试验追溯回放。公司核心技术均为自主研发，对应已授权专利和软件著作权，已获授权80项专利、77项软件著作权；2018至2020年度应用核心技术的主营业务收入占营业收入比例分别为99.60%、99.58%和99.42%。,161,103,103,0,5,10,17,43,22,6,28,0.2718446601941747,3,-25,2.825242718446602,,glm4_dewrap_join_full543_20260705
688071_1210551602_glm4_dewrap_join_chunk_0016,688071,华依科技,1210551602,16,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688071_1210551602_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6788,6216,3987,3987,18,3987,266,266,公司新能源车业务主要面向混合动力和纯电动汽车，提供电机、减速机、电驱系统等测试产品及服务，燃油车测试中的机械设计、电气部署、测试方案和振动信号分析技术可迁移至新能源领域。公司拥有自主研发测试软件系统和各类数据库，燃油车与新能源车测试软件模块多数通用，通用算法和仿真算法共用率较高。公司获浦东新区企业研发机构、CNAS实验室认可、CMMI三级、高新技术企业、专精特新等荣誉，参与制定JB/T13503-2018《发动机冷试方法》并为第一起草单位，承担燃料电池、高精度涡轮增压器EOL冷试装备、新能源汽车动力总成测试服务平台等科研项目。,133,78,78,0,12,8,15,22,17,4,21,0.2692307692307692,3,-18,2.4615384615384617,,glm4_dewrap_join_full543_20260705
688071_1210551602_glm4_dewrap_join_chunk_0017,688071,华依科技,1210551602,17,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688071_1210551602_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6596,6165,3946,3946,18,3946,383,383,"公司在研项目覆盖长发状态发动机冷试进排气测试、永磁同步电机磁极角度自动标定、涡轮增压器电子执行机构下线测试、DHT混动变速器专用测试、高速电机测试、手动变速箱换挡特征分析、发动机NVH故障诊断、自动驾驶车场测试、车载惯性组合导航和测试数据管理平台等方向。部分项目给出硬性目标，如冷试台架兼容性不低于10种、进排气压力一致性±5%以内、测试时间缩短至8秒以内，高速电机测试达到300kw、600nm、25000rpm，测试数据平台具备每天100Gb数据吞吐能力。公司还承担燃料电池测试平台和面向产业化燃料电池关键部件与系统检测技术项目，并与国家信息技术安全研究中心合作汽车电子安全检测联合实验室。报告期研发费用为1,551.36万元、1,942.25万元和2,339.41万元，占营业收入7.59%、6.56%和7.75%；截至报告期末研发人员89人，占27.99%。",192,93,93,0,11,16,20,25,17,4,21,0.2258064516129032,4,-17,2.3548387096774195,,glm4_dewrap_join_full543_20260705
688071_1210551602_glm4_dewrap_join_chunk_0018,688071,华依科技,1210551602,18,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688071_1210551602_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,1503,1465,758,758,18,758,277,277,"公司测试设备面向下游汽车客户的非标准化、个性化需求，通过自主研发、设计、安装和调试完善动力总成测试设备功能并提升测试精度，推动前瞻性研究与产品交付转换。公司按产品类别在各子公司设研发团队：华依科技负责发动机冷试设备，霍塔浩福负责变速箱和新能源汽车动力总成测试设备，特斯科负责涡轮增压器及水油泵装配检测设备，华依软件负责软件研发。2018-2020年公司研发投入分别为1,551.36万元、1,942.25万元和2,339.41万元，并与同济大学、上海机动车检测认证技术研究中心等合作开展新能源汽车燃料电池测试研发；截至签署日公司无境外生产经营和境外资产。",139,26,26,0,2,5,7,8,4,0,4,0.1538461538461538,3,-1,2.269230769230769,,glm4_dewrap_join_full543_20260705
688511_1210564822_glm4_dewrap_join_chunk_0001,688511,天微电子,1210564822,1,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688511_1210564822_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6766,6555,3903,3903,16,3903,264,264,天微电子主要从事高速自动灭火抑爆系统、高能航空点火放电器件、高精度熔断器件研发、生产和销售，报告期主要产品为灭火抑爆系统、熔断器、放电管，并承接少量委托研制业务。公司具备军工资质和4条贯国军标生产线，建有天微—电子科大联合试验室，已成为军工整机/总体单位一级配套商。军用灭火抑爆系统是装甲车辆安全防护关键系统，已实现自主设计和自主可控，公司在2017年陆军装备部统型招标中位列第一并于2018年明确配套关系，配套装甲车辆型号数量在三家中标单位中排名第一。公司掌握光电探测、智能识别等关键核心技术，形成多项发明专利与实用新型专利。,132,70,70,0,5,14,22,19,8,2,10,0.1428571428571428,4,-6,2.242857142857143,,glm4_dewrap_join_full543_20260705
688511_1210564822_glm4_dewrap_join_chunk_0002,688511,天微电子,1210564822,2,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688511_1210564822_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6906,6638,3999,3999,16,3999,329,329,"公司灭火抑爆系统历经五代演进，2010年后引入微处理器、温度探测器和光学探测器组合，2016年至2020年通过逻辑算法、火焰识别算法和红外温度补偿提升可靠性、智能化和信息化水平，并在新型灭火抑爆统型竞标中获得第一名。公司产品已批量装备多型现役装甲车辆，关键性能达到国际同类产品相关技术指标。2020年系统类产品收入21,068.18万元、占主营业务收入90.34%，2019年和2018年占比分别为89.11%和71.96%。公司采用以任务定产的军品生产模式，核心环节集中于总体设计、电路设计、逻辑算法构建、部分核心器件制造与筛选、测试和质量控制。2017年统型招标共有7家单位受邀，公司两阶段评标均位列第一，并在三家中标单位中配套装甲车辆型号数量排名第一。",165,76,76,0,4,15,21,21,11,4,15,0.1973684210526315,5,-10,2.4210526315789473,,glm4_dewrap_join_full543_20260705
688511_1210564822_glm4_dewrap_join_chunk_0003,688511,天微电子,1210564822,3,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688511_1210564822_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6801,6495,3961,3961,16,3961,280,280,统型招标明确了灭火抑爆系统对应装备型号的配套关系，发行人与另两家中标单位成为国内装甲车辆灭火抑爆系统供应商，在配套关系未改变期间各供应商难以取得其他中标单位已配套型号订单。2017年统型招标涵盖现役、在研、新研多种装甲车辆，7家竞标单位经数月多地区比测和两阶段评标，历时近两年确定3家中标单位，军方目前尚无下一次灭火抑爆系统招标规划。公司2017年新型灭火抑爆系统统型招标第一，2018年开始批量供货，产品自主设计、自主可控，作战效能与国外同类产品相当。公司军用灭火抑爆系统从研发到量产通常为3-10年，军用电子元器件为2-5年，部分型号可缩短至1年甚至更短。,140,64,64,0,3,15,20,16,8,2,10,0.15625,4,-6,2.265625,,glm4_dewrap_join_full543_20260705
688511_1210564822_glm4_dewrap_join_chunk_0004,688511,天微电子,1210564822,4,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688511_1210564822_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6981,6674,3992,3992,16,3992,267,267,公司灭火抑爆系统核心器件包括紫外光电管、红外光敏元件和线式温度传感器，具备一定紫外光电管自主生产能力和较强线式温度传感器自主生产能力，关键工序及其余工序主要在内部完成。系统集成生产线配备加工和检测设备，关键工序包括红外管筛选、紫外光电管筛选、电路调试和灵敏度调试。公司放电管、熔断器生产线除部分机械加工和表面处理外，关键工序及其他工序均能自主完成。公司所属行业按证监会分类为C39计算机、通信和其他电子设备制造业，按国民经济行业分类为C3983敏感元件及传感器制造，四川省发改委确认其灭火抑爆系统归属于新型元器件中的敏感元件及传感器。,134,58,58,0,4,24,18,8,4,0,4,0.0689655172413793,4,0,1.7241379310344829,,glm4_dewrap_join_full543_20260705
688511_1210564822_glm4_dewrap_join_chunk_0005,688511,天微电子,1210564822,5,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688511_1210564822_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7227,6923,3999,3999,16,3999,227,227,公司主要产品军用灭火抑爆系统已应用于装甲车辆等武器装备，相关国防科技、武器装备现代化和智能化特种消防灭火救援装备政策有利于其持续发展。公司在产品研发、生产和质量管控方面保持较高标准，军工行业标准化体系优化为其经营发展提供环境。公司所处军工电子行业服务兵器、航天、航空、船舶等军工产业集群，其产品属于军工装备分系统及电子元器件配套环节；军费增长、装备费占比提升、主战装备列装、核心技术自主可控和军品定价机制改革，将影响具备技术优势和成本控制能力的配套企业。,114,62,62,0,3,31,17,8,3,0,3,0.0483870967741935,3,0,1.6290322580645162,,glm4_dewrap_join_full543_20260705
688511_1210564822_glm4_dewrap_join_chunk_0006,688511,天微电子,1210564822,6,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688511_1210564822_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6813,6651,3979,3979,16,3979,158,158,公司处于军工电子产业链中游，是整机单位一级配套商，向装甲车辆整机厂交付军用灭火抑爆系统三大工作单元及线缆。公司从军用电子元器件研发生产起步，持续承接军方科研项目，在光电探测、智能识别、核心器件设计制造和软件算法等环节形成核心技术。2018年军用灭火抑爆系统开始向军方批量供应，产品主要应用于我军装甲车辆多种型号装备。,79,61,61,0,2,43,5,7,3,1,4,0.0655737704918032,3,-1,1.4918032786885247,,glm4_dewrap_join_full543_20260705
688511_1210564822_glm4_dewrap_join_chunk_0007,688511,天微电子,1210564822,7,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688511_1210564822_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6810,6430,3973,3973,16,3973,214,214,公司2006年自主研制灭火抑爆系统，2009年少量向军方供货并装备某新型轻型坦克，2017年陆军装备统型招标后成为新型灭火抑爆系统主要配套单位之一。公司在某新型坦克灭火抑爆装置竞争择优招标中第一中标，2016年某型坦克灭火系统竞争择优招标和2017年灭火抑爆统型招标均获第一名，产品大量列装部队。公司产品已在四川、山西煤矿应用并销售，军用系统下游主要为装甲车辆，产品掌握光学探测器设计制造、智能识别算法开发、系统集成等核心技术。,107,92,92,0,3,48,14,16,8,3,11,0.1195652173913043,3,-8,1.858695652173913,,glm4_dewrap_join_full543_20260705
688511_1210564822_glm4_dewrap_join_chunk_0008,688511,天微电子,1210564822,8,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688511_1210564822_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7556,7349,3995,3995,16,3995,214,214,公司是国内少数具备军用灭火抑爆系统自主研发能力并实现量产的企业之一，产品已实现多型号武器装备配套量产；在陆军装备部统型招标中，公司在七家竞标单位中位列第一，配套装甲车辆型号数量排名第一。公司多次中标轻型坦克、主战坦克、武装战车等重点装备新型灭火抑爆系统研制任务，2019年10月参与研制的新型轻型坦克防护系统经国防科学技术成果鉴定，拥有多项自主知识产权。公司器件类产品包括放电管、熔断器，主要用于航空领域，部分产品实现批量列装。,107,73,73,0,1,35,14,13,7,3,10,0.136986301369863,3,-7,1.9863013698630136,,glm4_dewrap_join_full543_20260705
688511_1210564822_glm4_dewrap_join_chunk_0009,688511,天微电子,1210564822,9,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688511_1210564822_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7058,6665,3936,3936,16,3936,303,303,公司拥有光电探测、智能识别、高速抑爆等专业技术人员40余人，掌握军用灭火抑爆系统关键核心技术，并承接多项军委装备发展部、军委科技委科研项目。2020年公司销售额2.35亿元、净利润1.13亿元，其中灭火抑爆相关销售额2.08亿元、器件类产品销售额0.14亿元；2018年新型灭火抑爆系统配套关系中，公司配套武器装备型号数量最多。公司在陆军装备部七家竞标单位中位列第一，拥有15项灭火抑爆相关发明专利，高于可比公司；报告期军品批量供应型号包括灭火抑爆系统17个、熔断器127个、放电管10个、显示管10个。主要产品2018-2020年产销率波动，灭火抑爆系统分别为88.31%、81.72%、105.37%。,152,78,78,0,2,16,13,21,17,9,26,0.3333333333333333,4,-22,2.7948717948717947,,glm4_dewrap_join_full543_20260705
688511_1210564822_glm4_dewrap_join_chunk_0010,688511,天微电子,1210564822,10,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688511_1210564822_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6420,5906,3875,3875,16,3875,399,399,"公司系统类产品主要配套装甲车辆，客户集中度与军工行业特征一致；2018-2020年前五大客户收入占比分别为87.27%、97.49%、97.77%，中国兵器工业集团下属单位收入占比分别为58.85%、80.26%、88.92%。截至2021年4月30日，公司与中国兵器工业集团尚未执行完毕在手订单合计15,205.05万元，其中2021年交货12,930.49万元、2022年交货2,274.56万元，并有14个潜在配套研制型号处于正样、初样或定型阶段。报告期主营业务收入由4,248.36万元增至23,321.62万元，系统类产品收入占比由71.96%升至90.34%，军用收入占比由90.81%升至99.81%。军用灭火抑爆系统收入分别为2,301.35万元、13,362.79万元和20,784.09万元，占营业收入54.12%、88.11%、88.48%，主要来源于配套装甲车辆和坦克车辆。",200,69,69,0,1,16,9,18,15,10,25,0.3623188405797101,4,-21,2.869565217391304,,glm4_dewrap_join_full543_20260705
