custom_id,sec_code,sec_name,chunk_index,summary_token_proxy,relevant_score,summary_text,old_summary_token_proxy,old_relevant_score,old_summary_text,summary_token_proxy_delta,relevant_score_delta
688123_1207173489_glm4_dewrap_join_chunk_0011,688123,聚辰股份,11,142,1.8448275862068968,报告期内，公司前五大客户包括深圳市智嘉电子有限公司、上海柏建电子科技有限公司等，合计占营业收入比例分别为57.58%、54.79%和55.67%。公司与主要客户及经销商不存在关联关系，经销商数量整体保持稳定。公司主要原材料为晶圆和封装测试服务，晶圆采购单价呈下降趋势。公司前五大供应商包括中芯国际集成电路制造（上海）有限公司、江阴长电先进封装有限公司等，合计占采购总额比例分别为98.87%和98.14%。中芯国际集成电路制造有限公司成立于2000年，主营业务为集成电路制造；江阴长电先进封装有限公司为江苏长电科技股份有限公司的全资子公司，主营业务为半导体封装测试。,115,2.6176470588235294,"报告期内公司前五大客户销售占营业收入比例约54.79%至61.23%，主要经销商自2010年至2015年起合作，销售EEPROM、音圈马达驱动芯片、智能卡芯片，应用于手机摄像头、液晶面板、显示器和智能卡等领域，且与公司及董监高、主要股东不存在关联关系。公司不直接从事芯片生产加工，主要采购晶圆和封装测试服务，2019年1-6月采购额分别为8,203.21万元和6,712.69万元，前五大生产加工供应商采购占比98.87%，其中中芯国际承担晶圆及部分封测采购。",27,-0.7728194726166326
688123_1207173489_glm4_dewrap_join_chunk_0012,688123,聚辰股份,12,84,0.9166666666666666,公司向日月光半导体（昆山）有限公司采购芯片封装测试服务，采购金额逐年上升。公司向山东新恒汇电子科技有限公司采购芯片封装测试服务，2018年起相应建立了业务往来。公司向天水华天科技股份有限公司采购芯片封装测试服务，采购金额基本保持稳定。公司主要产品的晶圆采购数量、封装测试服务采购数量、产品产量及销量数据逐年上升，产销率处于合理范围内。,121,2.5135135135135136,公司自2010年起与日月光昆山合作采购芯片封装测试服务，2014年起与华天科技、淄博凯胜合作，2018年因淄博凯胜模块封装测试业务转移至山东新恒汇，公司相应建立与山东新恒汇的业务往来。公司采购价格参照行业平均价格并结合工艺、产能、需求量等商业谈判确定，主要封测供应商确认交易定价具有合理性和公允性。报告期主要产品采取以销定产，EEPROM、智能卡芯片、音圈马达驱动芯片产量与销量总体接近，2019年1-6月采购折扣231.05万元，占当期采购金额1.55%，未对经营业绩造成重大影响。,-37,-1.596846846846847
688123_1207173489_glm4_dewrap_join_chunk_0013,688123,聚辰股份,13,70,2.3518518518518516,截至2019年6月30日，发行人拥有44项中国专利和5项美国发明专利，涵盖存储器、电源管理、模数转换等领域。发行人通过继受取得和原始取得方式获得专利，其中继受取得专利主要来自与ISSI和美凌微电子的交易。发行人还拥有44项集成电路布图设计登记证书，涉及电源管理芯片和存储芯片等。,111,2.772727272727273,截至2019年6月30日，发行人在中国已取得44项专利证书，其中发明和实用新型专利覆盖非易失性存储器、EEPROM写保护、音圈马达驱动、智能卡安全、运算放大器等技术方向，部分专利为继受取得并具有资产转让或吸收合并背景。发行人在美国取得5项发明专利，涉及开关电源控制器、存储阵列、非易失性半导体存储器写保护、相机镜头音圈马达驱动及低电压电荷泵电路，且披露境外专利不存在侵犯他人知识产权或影响境外销售情形；同时拥有44项集成电路布图设计登记证书。,-41,-0.4208754208754213
688123_1207173489_glm4_dewrap_join_chunk_0014,688123,聚辰股份,14,128,1.911764705882353,发行人拥有44项境内专利和5项美国发明专利，以及44项集成电路布图设计登记证书，这些专利和证书广泛运用于EEPROM、音圈马达驱动芯片、智能卡芯片、运算放大器等产品中，为现有产品提供技术支撑并储备用于未来开发。发行人通过授权使用他方IP核，包括虚拟组件、RSA5X技术、RSA5技术等，但IP核仅作辅助工具且可替代性强，不影响持续经营。发行人拥有高新技术企业证书、集成电路设计企业认定证书等多项资质，并掌握高效电荷泵设计、在线纠错、高精度温度传感器等核心技术，这些技术自主研发并应用于EEPROM芯片等核心产品。,121,2.9166666666666665,截至2019年6月30日，发行人44项集成电路布图设计登记证书中42项已用于现有产品或作为技术储备，覆盖EEPROM、运算放大器、智能卡芯片和音圈马达驱动芯片。发行人通过授权使用ViCs、RSA5X、RSA5和NeoBit OTP IP等IP核，但相关IP核仅为辅助工具且存在替代方案。公司取得高新技术企业、集成电路设计企业、集成电路卡注册、商用密码产品型号等资质，并掌握25项核心技术，涉及EEPROM高能效电荷泵、在线纠错、音圈马达快速稳定、智能卡安全防护和CMOS放大器设计等方向。,7,-1.0049019607843135
688123_1207173489_glm4_dewrap_join_chunk_0015,688123,聚辰股份,15,147,1.8088235294117647,"公司拥有多项核心技术，包括音圈马达快速稳定算法、PWM调制方式、音圈马达驱动芯片与EEPROM二合一技术等，应用于音圈马达驱动芯片。公司还掌握智能卡芯片设计技术，如基于ISO/IEC 14443和15693协议的智能卡芯片设计技术、DES/3DES/SMS4算法安全防护技术、RSA/ECC算法加速技术等。公司核心技术产品占营业收入比例达100%，报告期内核心技术产品收入分别为23,960.40万元、43,219.22万元、34,385.79万元和30,675.37万元。公司通过自主研发的高能效电荷泵设计技术解决了低电压领域应用中供电电压降低引起电荷泵能力不足的问题，提升了产品性能。",155,3.526315789473684,"报告期内公司核心技术产品收入分别为30,675.37万元、34,385.79万元、43,219.22万元和23,960.40万元，占营业收入比例均为100.00%。发行人核心技术集中于EEPROM、音圈马达驱动芯片、智能卡芯片和运算放大器，其中在线纠错技术将EEPROM耐擦写次数由100万次提升至400万次以上，高温擦写次数达20万次以上；无字节选择管EEPROM阵列使存储器阵列面积减少近1/3。音圈马达快速稳定算法将稳定时间由约100ms-200ms降至几毫秒，PWM调制方式降低约50%-70%驱动功耗，ISO/IEC 14443智能卡芯片数据保存时间最高25年、擦写次数最高50万次、ESD保护电压达8000V。",-8,-1.7174922600619194
688123_1207173489_glm4_dewrap_join_chunk_0016,688123,聚辰股份,16,373,4.444444444444445,公司EEPROM技术将耐擦写次数提升至400万次以上，数据保持时间达100年以上，高温擦写次数达20万次以上。公司独创数字控制编程/擦除电压斜率技术，提升产品可靠性。公司是国内最先基于1.01um2存储单元开发EEPROM的供应商之一，成功量产128Kbit产品。公司采用两路复用Y译码驱动电路节省面积20%，采用读写通路复用技术降低成本。公司自主研发无字节选择管存储阵列技术，使阵列面积减少近1/3。公司音圈马达驱动芯片技术将稳定时间缩短至几毫秒，PWM调制技术降低功耗50%~70%。公司自主研发音圈马达驱动芯片与EEPROM二合一技术，减小芯片面积。公司智能卡芯片技术采用自主研发的嵌入式EEPROM存储器技术，数据保存时间最高达25年，擦写次数最高达50万次。公司采用独特的静电防护技术，ESD保护电压达8000V。公司采用低功耗设计技术，最小工作场强达0.1A/m。公司自主研发DES/3DES/SMS4算法安全防护技术，有效防护SPA/DPA攻击。公司采用RSA/ECC硬核方式加速算法运行。公司自主研发主动防御屏蔽层技术，防止激光攻击和物理侵入。公司非接触CPU卡芯片低功耗技术使最小工作场强达0.2A/M。公司CMOS低噪声放大器设计技术噪声仅几nV/√Hz。公司CMOS低失调放大器设计技术典型失调电压仅几个uV。公司CMOS放大器超低功耗设计技术最低静态功耗达nA级别。公司CMOS高带宽放大器设计技术实现超高带宽与低功耗。公司EEPROM相关核心技术已申请多项专利，包括适合低电压操作的电荷泵电路、存储器及其操作方法等。公司高能效电荷泵设计方法及新一代EEPROM设计技术广泛应用于全系列EEPROM产品，使产品在高性能、高可靠性、低功耗、高性价比等维度实现整体优化。,141,2.5,公司 EEPROM 核心技术包括在线纠错、编程/擦除电压斜率控制、1.01um2 新一代存储单元设计、多路及读写通路复用 Y 译码驱动、无字节选择管阵列和高精度温度传感器。在线纠错将 EEPROM 耐擦写次数由 100 万次提升至 400 万次以上，数据保持 100 年以上，高温擦写 20 万次以上；1.01um2 工艺下 128Kbit 产品已于 2018 年量产，Y 译码复用节省面积 20%以上，无字节选择管阵列面积减少近 1/3，温度传感器精度达 0.2℃。音圈马达驱动芯片技术可将稳定时间降至几毫秒、周期容忍度达正负 60%以上，PWM 调制降低约 50%-70%功耗，并实现驱动芯片与 EEPROM 二合一。,232,1.9444444444444446
688123_1207173489_glm4_dewrap_join_chunk_0017,688123,聚辰股份,17,163,4.4,发行人通过编程/擦除电压斜率控制技术、在线纠错技术等，显著提升了EEPROM产品的可靠性、耐擦写次数和高温可靠性，缩小了与国际领先厂商的技术差距。发行人通过多路复用Y译码驱动电路等技术，创新芯片结构，减小芯片面积，降低生产成本。发行人通过高精度温度传感器技术，成功开发集成温度传感器的SPD EEPROM产品，温度传感器精度远超DDR5 DIMM应用要求。发行人在音圈马达驱动芯片领域拥有7项核心技术及多项专利，通过马达快速稳定算法等技术，显著减小音圈马达稳定时间，提升稳定效果。发行人通过音圈马达驱动芯片与EEPROM二合一技术，成功开发二合一产品，减小芯片面积，支持摄像头模组小型化。发行人通过失调电流自校准技术，大幅减小芯片测试时间，降低测试成本。,155,2.451219512195122,发行人 EEPROM 技术体系包括 8 项自主研发技术及多项中美专利，在线纠错将耐擦写次数由 100 万次提升至 400 万次以上，多类 Y 译码和无字节选择管阵列降低芯片面积与成本，高精度温度传感器支撑 SPD EEPROM 及 DDR5 EEPROM 技术储备。音圈马达驱动芯片形成 7 项核心技术并申请多项专利，快速稳定、阻尼算法、自检测和低温漂基准源用于缩短稳定时间，二合一技术在同一工艺上集成音圈马达驱动芯片与 EEPROM，PWM 调制降低约 50%-70%功耗。智能卡芯片形成 6 项核心技术及多项专利，覆盖 ISO/IEC 14443、ISO/IEC 15693、DES/3DES/SMS4 防护、RSA/ECC 加速、主动防御屏蔽层和非接触 CPU 卡低功耗。,8,1.9487804878048784
688123_1207173489_glm4_dewrap_join_chunk_0018,688123,聚辰股份,18,94,1.6935483870967742,公司研发8LP NOR片应用于TDDI、FLASH AMOLED和3D摄像头等市场，待机电流目标15uA以下；研发非接触逻辑加密智能卡芯片，兼容ISO/IEC14443协议；研发高可靠性半桥电机驱动芯片，目标实现80V电压应用；研发64Kbit和128Kbit EEPROM存储芯片，采用最小尺寸封装降低成本；研发智能音频功率放大器，集成自动失调校正功能，失调电压目标小于1mV。,164,2.5789473684210527,"公司研发项目覆盖音频功放、DDR5 EEPROM、LP NOR FLASH、智能卡、半桥电机驱动器及多类 EEPROM。2x20W 立体声数字音频功放项目预算 1,487 万元，目标将失调电压降至小于 1mV；8Kbit DDR5 存储芯片与澜起科技合作研发，拟通过两点修调实现最大误差正负 0.25℃、面积 0.35mm*mm，预算 1,009 万元。LP NOR FLASH 已完成流片并测试，拟将待机电流降至 15uA 以下；半桥电机驱动器拟实现 80V 电压应用并向 100V 延伸。报告期研发费用由 2016 年 4,882.59 万元增至 2018 年 6,341.15 万元，2019 年 1-6 月为 2,791.25 万元，占营业收入 11.65%；截至 2019 年 6 月末研发人员 64 人，占员工总数 42.38%。",-70,-0.8853989813242784
688123_1207173489_glm4_dewrap_join_chunk_0019,688123,聚辰股份,19,120,1.761904761904762,公司研发人员数量为64人，核心技术人员6人，研发人员占比42.38%。公司研发中心包括设计部、系统应用部、测试部、技术开发部四个团队，为芯片产品及解决方案提供全方位技术支持。公司通过市场和客户需求导向的创新机制、有效的激励机制以及完善的技术保护及人才培养机制保持技术不断创新。公司已通过ISO9001质量管理体系认证，建立了完整的质量控制体系，包括新产品开发流程、供应商评估与核准流程等制度文件。公司境外子公司包括香港进出口、聚辰美国和聚辰台湾，境外销售主要通过香港进出口开展。,113,1.8909090909090909,"2016 年末至 2019 年 6 月末，公司研发人员由 58 人增至 64 人，2018 年人均产量 2,717.98 万颗、人均产值 708.51 万元，扣除股份支付后人均利润 176.10 万元。公司研发中心包括设计部、系统应用部、测试部、技术开发部，截至 2019 年 6 月 30 日研发人员占比 42.38%，核心技术人员 6 人且保持稳定。公司已通过 ISO9001 质量管理体系认证，质量控制覆盖产品研发验证、晶圆 WAT 检测和可靠性监控、封测进料检验、加工过程控制、测试验收及仓储出货管理。",7,-0.1290043290043288
688311_1208080135_glm4_dewrap_join_chunk_0001,688311,盟升电子,1,106,2.693548387096774,盟升电子专注于卫星导航和卫星通信终端设备的研发制造，产品包括卫星导航接收机、组件、专用测试设备以及卫星通信天线等。公司掌握了核心技术，产品应用于国防、民航、海洋渔业等领域。卫星导航接收机具备高动态、抗干扰、多模兼容等特性，定位精度和测速精度处于国防领域较高水平。卫星通信天线产品通过适航认证，具备自动对准和持续跟踪功能，满足民航飞机使用要求。公司产品通过技术创新和性能优势，在复杂电磁环境下保障系统生存能力，并实现进口替代。,105,2.640625,发行人盟升电子专注卫星应用技术，是卫星导航和卫星通信终端设备研发、制造、销售及技术服务企业，产品包括基于北斗的导航接收机、组件、专用测试设备，以及动中通天线、信标机和跟踪接收机等。公司产品覆盖国防军事、海事、民航等领域，已掌握卫星导航和卫星通信终端设备核心技术。高动态、一体式和分体式抗干扰导航接收机、OEM板卡、定位定向接收机等产品具备高动态、抗干扰、宽温、低功耗或高精度指标，部分抗干扰能力高于国内行业水平10dB。,1,0.05292338709677402
688311_1208080135_glm4_dewrap_join_chunk_0002,688311,盟升电子,2,111,1.5,"公司卫星通信产品采用多系统融合跟踪算法，跟踪精度达0.2°以内，抗振动冲击能力强，能承受40g冲击及10g振动，符合军工标准，可在高55,000ft、-55℃～70℃环境下工作。产品系列化齐全，满足全球通信卫星体制要求，是国内船载产品系列化最齐全的供应商之一。公司卫星通信系列产品2019年收入占比45.94%，军工产品占比64.50%。公司建立了完善的物流采购管理制度，对供应商准入设置严格管理程序，主要原材料与2家以上供应商保持稳定关系。",157,2.869565217391304,"公司卫星通信动中通产品覆盖有人机、无人机、船载、车载及海事等场景，采用多系统融合跟踪、桁架结构、模块化和多天线集成等设计。有人机、无人机动中通跟踪精度达0.2°以内，可承受40g冲击及10g振动，并能在55,000ft、-55℃至70℃环境下工作；Ka船载动中通下载速率不低于100Mbps，可供700多人使用。报告期内公司收入由2017年16,056.82万元增至2019年28,306.50万元，其中2019年卫星导航和卫星通信收入占比分别为54.06%、45.94%，军工和民用产品占比分别为64.50%、35.50%。外协采购不涉及关键工序或关键技术，2019年外协件采购487.52万元，占原材料采购总额4.04%。",-46,-1.3695652173913042
688311_1208080135_glm4_dewrap_join_chunk_0003,688311,盟升电子,3,122,1.5666666666666669,公司通过严格筛选和持续管理外协供应商，确保产品质量，未出现外协产品导致客户问题。公司制定保密制度，外协环节不涉及核心技术和国家秘密，2019年通过四川省保密局检查。公司生产模式分为定制和标准产品生产，定制产品按用户需求开发，标准产品满足市场通用需求。军品销售主要通过客户比选，与主要军工集团建立长期合作；民品销售通过展会和竞标获取订单，包括卫星通信天线等产品。公司采用自主研发模式，军品以定制开发为主，民品以市场化运作为主。公司专注于卫星导航和卫星通信领域，产品类型和技术含量不断提升。,119,2.152941176470588,公司对外协厂商实行准入、持续管理、质量检验和现场检查，报告期内未出现因外协产品造成客户产品质量问题。外协环节主要为PCBA、筛选物料、结构件加工、表面处理和第三方实验等非核心环节，公司输出资料经脱密处理，报告期内未发生失泄密问题，2019年10月经四川省保密局现场检查不存在违反保密法律法规情形。公司军品销售依托北斗导航终端、军用动中通天线及核心部件，已列入多家主要军工集团下属科研院所军品采购名录；民品主要销售动中通天线、信标机和跟踪接收机，并开展流量分成业务但暂不扩张。,3,-0.5862745098039213
